dataset,source_family,entity_unit,split_seed,base_model,model_seed,acquisition_strategy,adaptation_seed,budget,fit_domain,calibration_method,conformal_method,score_source,schema_version,status,status_reason,standard_threshold,class0_threshold,class1_threshold,standard_calibration_count,class0_calibration_count,class1_calibration_count,standard_threshold_infinite,class0_threshold_infinite,class1_threshold_infinite,all_thresholds_finite,config_hash,data_hash,split_hash,sample_hash,commit,timestamp_utc
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,100,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.67313083505938209,,,100,56,44,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,0cee4afcb30d2df4bd059e345e4288f5f334203e4ab577a811d853676202b39d,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:56.772723+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,100,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.63594897019987828,0.76988152850637293,100,56,44,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,0cee4afcb30d2df4bd059e345e4288f5f334203e4ab577a811d853676202b39d,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:56.776490+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,100,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.67314994772128522,,,100,56,44,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,0cee4afcb30d2df4bd059e345e4288f5f334203e4ab577a811d853676202b39d,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:56.780121+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,100,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.63176627651938211,0.7686903041374924,100,56,44,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,0cee4afcb30d2df4bd059e345e4288f5f334203e4ab577a811d853676202b39d,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:56.783703+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,250,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.62528055675262617,,,250,148,102,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,8ad5c537d76953f58184088f7128890c243a2b4f706d332e9656d8ee0b39ae84,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.244430+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,250,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.5715056036050854,0.67313083505938209,250,148,102,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,8ad5c537d76953f58184088f7128890c243a2b4f706d332e9656d8ee0b39ae84,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.248181+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,250,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.62119933572369312,,,250,148,102,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,8ad5c537d76953f58184088f7128890c243a2b4f706d332e9656d8ee0b39ae84,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.251828+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,250,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.56801435020654945,0.67314994772128522,250,148,102,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,8ad5c537d76953f58184088f7128890c243a2b4f706d332e9656d8ee0b39ae84,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.255380+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,500,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.69315536667387478,,,500,299,201,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,c6480d92dfe8ad41029ff213231df82045a2ec269bc4b920a2bb1f5e067e42fd,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.704739+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,500,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.62528055675262617,0.76476715482623348,500,299,201,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,c6480d92dfe8ad41029ff213231df82045a2ec269bc4b920a2bb1f5e067e42fd,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.708503+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,500,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.69022672026063725,,,500,299,201,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,c6480d92dfe8ad41029ff213231df82045a2ec269bc4b920a2bb1f5e067e42fd,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.712178+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,26,500,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.62119933572369312,0.76363003632825921,500,299,201,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,c6480d92dfe8ad41029ff213231df82045a2ec269bc4b920a2bb1f5e067e42fd,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:57.715740+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,25,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.85092674741265906,,,25,16,9,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,545e6bfd1a79914cfa64654da4e8d0900d508fda8ded58ee3ccb7d7b7fbb5e52,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.264766+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,25,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.85389306634807971,0.85092674741265906,25,16,9,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,545e6bfd1a79914cfa64654da4e8d0900d508fda8ded58ee3ccb7d7b7fbb5e52,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.268330+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,25,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.84911692657499294,,,25,16,9,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,545e6bfd1a79914cfa64654da4e8d0900d508fda8ded58ee3ccb7d7b7fbb5e52,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.271801+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,25,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.8494796134680912,0.84911692657499294,25,16,9,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,545e6bfd1a79914cfa64654da4e8d0900d508fda8ded58ee3ccb7d7b7fbb5e52,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.275233+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,50,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.73591860277145882,,,50,30,20,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,a19862cb858ab6a5b03e9efe62e9fced410403352d30f922be1a786de677f9d6,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.727896+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,50,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.41169636027941703,0.85092674741265906,50,30,20,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,a19862cb858ab6a5b03e9efe62e9fced410403352d30f922be1a786de677f9d6,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.731648+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,50,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.73511111064191292,,,50,30,20,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,a19862cb858ab6a5b03e9efe62e9fced410403352d30f922be1a786de677f9d6,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.735118+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,50,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.41043592401998308,0.84911692657499294,50,30,20,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,a19862cb858ab6a5b03e9efe62e9fced410403352d30f922be1a786de677f9d6,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:58.738521+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,100,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.72881201824864283,,,100,59,41,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,31b030ff97d398b01c62317ab7a228f6985a0250def4902e1f6e9bf42a13b063,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.173428+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,100,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.67077455135336839,0.82703495591544118,100,59,41,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,31b030ff97d398b01c62317ab7a228f6985a0250def4902e1f6e9bf42a13b063,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.177098+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,100,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.72809140748438761,,,100,59,41,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,31b030ff97d398b01c62317ab7a228f6985a0250def4902e1f6e9bf42a13b063,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.180663+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,100,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.66630320020157718,0.82535273461127912,100,59,41,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,31b030ff97d398b01c62317ab7a228f6985a0250def4902e1f6e9bf42a13b063,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.184215+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,250,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.70868697589862961,,,250,152,98,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,b6c932d26d58e324855471e5bd68859258bad875f3ba30481da6256e829806a4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.622979+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,250,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.60106891965647835,0.77279163845835575,250,152,98,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,b6c932d26d58e324855471e5bd68859258bad875f3ba30481da6256e829806a4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.626684+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,250,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.70822271848768437,,,250,152,98,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,b6c932d26d58e324855471e5bd68859258bad875f3ba30481da6256e829806a4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.630357+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,250,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.59723813757359001,0.77157027014955781,250,152,98,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,b6c932d26d58e324855471e5bd68859258bad875f3ba30481da6256e829806a4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:18:59.633935+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,500,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.67016611361232437,,,500,306,194,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,322ee2411278be1718a996876629c8971a11017a19f88191ebf62c1271c06211,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.073662+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,500,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.6175358285694903,0.71795059329117084,500,306,194,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,322ee2411278be1718a996876629c8971a11017a19f88191ebf62c1271c06211,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.077372+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,500,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.66569920365161062,,,500,306,194,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,322ee2411278be1718a996876629c8971a11017a19f88191ebf62c1271c06211,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.081007+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,27,500,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.61353177258084535,0.71736654567518887,500,306,194,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,322ee2411278be1718a996876629c8971a11017a19f88191ebf62c1271c06211,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.084563+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,25,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.82124811545650767,,,25,17,8,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,7461f87e2ea381418659c85f10c6d1b2eda3011aaa97dc67ae3353f5e519e719,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.662925+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,25,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.82124811545650767,inf,25,17,8,False,False,True,False,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,7461f87e2ea381418659c85f10c6d1b2eda3011aaa97dc67ae3353f5e519e719,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.666539+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,25,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.81656650110967277,,,25,17,8,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,7461f87e2ea381418659c85f10c6d1b2eda3011aaa97dc67ae3353f5e519e719,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.670009+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,25,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.81656650110967277,inf,25,17,8,False,False,True,False,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,7461f87e2ea381418659c85f10c6d1b2eda3011aaa97dc67ae3353f5e519e719,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:00.673492+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,50,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.77335860005108026,,,50,34,16,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,06f8b145e8480dc0a454016fcfb9d50cb764e336410169c850468b4a082f82e4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.144817+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,50,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.73350884420157603,0.93728503527959184,50,34,16,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,06f8b145e8480dc0a454016fcfb9d50cb764e336410169c850468b4a082f82e4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.148326+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,50,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.76851958134637255,,,50,34,16,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,06f8b145e8480dc0a454016fcfb9d50cb764e336410169c850468b4a082f82e4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.151945+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,50,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.72871365130547072,0.93563805335651729,50,34,16,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,06f8b145e8480dc0a454016fcfb9d50cb764e336410169c850468b4a082f82e4,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.155515+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,100,target,uncalibrated,standard,base_uncalibrated_probability,stage2_v2,success,,0.73350884420157603,,,100,65,35,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,82a84103c6a34ff6a81258536549b41061ea3ed6a8ceabe591a4e51247f43c61,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.607637+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,100,target,uncalibrated,mondrian,base_uncalibrated_probability,stage2_v2,success,,,0.66798988618744237,0.91581416957939554,100,65,35,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,82a84103c6a34ff6a81258536549b41061ea3ed6a8ceabe591a4e51247f43c61,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.611341+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,100,target,uncalibrated,standard,source_sigmoid_probability,stage2_v2,success,,0.72871365130547072,,,100,65,35,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,82a84103c6a34ff6a81258536549b41061ea3ed6a8ceabe591a4e51247f43c61,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.614926+00:00
acsincome_region,acs,person,0,logistic_regression,0,blind_random,28,100,target,uncalibrated,mondrian,source_sigmoid_probability,stage2_v2,success,,,0.66353904553083476,0.91400565736732264,100,65,35,False,False,False,True,411203fe5100ef369736ab5e818bf3c0b374e6a13e237709d7507437ec81a944,57d25909a06f8a044e9d4d68d15a5a83f9e4c354115085cbdfab74684c53967f,388280e28df93edaf3c7227106e42611ccb11fc45925a6ad0f0834bcadf5eee5,82a84103c6a34ff6a81258536549b41061ea3ed6a8ceabe591a4e51247f43c61,d745e5412c1d530a2ae64e2eaa42c85c1f64e419,2026-07-12T14:19:01.618461+00:00
