dataset,source_family,base_model,calibration_method,budget,median,budget_fraction_of_target_pool,observed_positive_count,observed_negative_count,task_label,method_label,model_label,source_file
nhanes_lead,nhanes,logistic_regression,isotonic,100,-0.0887151251479644,0.0196966712625566,8.0,92.0,NHANES Lead,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,jeffreys_smoothed_intercept_matching,100,0.0192804951578619,0.0196966712625566,8.0,92.0,NHANES Lead,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,intercept_only_mle,250,0.0226813303959219,0.0492416781563915,21.0,229.0,NHANES Lead,Intercept MLE,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,sigmoid,250,0.0198387828370577,0.0492416781563915,21.0,229.0,NHANES Lead,Sigmoid,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,isotonic,250,-0.0041075107988414,0.0492416781563915,21.0,229.0,NHANES Lead,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,jeffreys_smoothed_intercept_matching,250,0.0219777119601035,0.0492416781563915,21.0,229.0,NHANES Lead,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,intercept_only_mle,500,0.0243218633266548,0.0984833563127831,40.0,460.0,NHANES Lead,Intercept MLE,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,sigmoid,500,0.0222884075926426,0.0984833563127831,40.0,460.0,NHANES Lead,Sigmoid,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,isotonic,500,0.0169814271972621,0.0984833563127831,40.0,460.0,NHANES Lead,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,logistic_regression,jeffreys_smoothed_intercept_matching,500,0.0237084095036198,0.0984833563127831,40.0,460.0,NHANES Lead,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,intercept_only_mle,25,0.0151087093905105,0.0049241678156391,2.0,23.0,NHANES Lead,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,sigmoid,25,-0.0094324749279498,0.0049241678156391,2.0,23.0,NHANES Lead,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,isotonic,25,-0.2726813600442666,0.0049241678156391,2.0,23.0,NHANES Lead,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,jeffreys_smoothed_intercept_matching,25,0.013748682987823,0.0049241678156391,2.0,23.0,NHANES Lead,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,intercept_only_mle,50,0.017825074353283,0.0098483356312783,4.0,46.0,NHANES Lead,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,sigmoid,50,0.0084515313758916,0.0098483356312783,4.0,46.0,NHANES Lead,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,isotonic,50,-0.1344415364679377,0.0098483356312783,4.0,46.0,NHANES Lead,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,jeffreys_smoothed_intercept_matching,50,0.0177571167100341,0.0098483356312783,4.0,46.0,NHANES Lead,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,intercept_only_mle,100,0.020054834200745,0.0196966712625566,8.0,92.0,NHANES Lead,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,sigmoid,100,0.0176578683906654,0.0196966712625566,8.0,92.0,NHANES Lead,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,isotonic,100,-0.0651830064586833,0.0196966712625566,8.0,92.0,NHANES Lead,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,jeffreys_smoothed_intercept_matching,100,0.0195037666883435,0.0196966712625566,8.0,92.0,NHANES Lead,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,intercept_only_mle,250,0.0214935699820875,0.0492416781563915,21.0,229.0,NHANES Lead,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,sigmoid,250,0.0212461180772051,0.0492416781563915,21.0,229.0,NHANES Lead,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,isotonic,250,-0.0055098842178417,0.0492416781563915,21.0,229.0,NHANES Lead,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,jeffreys_smoothed_intercept_matching,250,0.0211204443487963,0.0492416781563915,21.0,229.0,NHANES Lead,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,intercept_only_mle,500,0.0231922639937017,0.0984833563127831,40.0,460.0,NHANES Lead,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,sigmoid,500,0.0250114844486496,0.0984833563127831,40.0,460.0,NHANES Lead,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,isotonic,500,0.0160705919227581,0.0984833563127831,40.0,460.0,NHANES Lead,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
nhanes_lead,nhanes,xgboost_cpu,jeffreys_smoothed_intercept_matching,500,0.0225893791738715,0.0984833563127831,40.0,460.0,NHANES Lead,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,intercept_only_mle,25,-0.0043564647269929,0.0016571655839851,9.0,16.0,Diabetes Readmission,Intercept MLE,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,sigmoid,25,-0.0265388781360753,0.0016571655839851,9.0,16.0,Diabetes Readmission,Sigmoid,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,isotonic,25,-0.4990070341797797,0.0016571655839851,9.0,16.0,Diabetes Readmission,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,jeffreys_smoothed_intercept_matching,25,-0.0027598381521832,0.0016571655839851,9.0,16.0,Diabetes Readmission,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,intercept_only_mle,50,-0.0006484595851602,0.0033143311679703,17.0,33.0,Diabetes Readmission,Intercept MLE,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,sigmoid,50,-0.0094480875124772,0.0033143311679703,17.0,33.0,Diabetes Readmission,Sigmoid,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,isotonic,50,-0.2677394961728068,0.0033143311679703,17.0,33.0,Diabetes Readmission,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,jeffreys_smoothed_intercept_matching,50,-0.0001174256254917,0.0033143311679703,17.0,33.0,Diabetes Readmission,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,intercept_only_mle,100,0.0025818934053623,0.0066286623359406,35.0,65.0,Diabetes Readmission,Intercept MLE,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,sigmoid,100,-0.0029265142589025,0.0066286623359406,35.0,65.0,Diabetes Readmission,Sigmoid,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,isotonic,100,-0.1519803971048569,0.0066286623359406,35.0,65.0,Diabetes Readmission,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,jeffreys_smoothed_intercept_matching,100,0.0026865445421594,0.0066286623359406,35.0,65.0,Diabetes Readmission,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,intercept_only_mle,250,0.0036925544242416,0.0165716558398515,88.0,162.0,Diabetes Readmission,Intercept MLE,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,sigmoid,250,0.0018308531702096,0.0165716558398515,88.0,162.0,Diabetes Readmission,Sigmoid,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,isotonic,250,-0.0615661478649662,0.0165716558398515,88.0,162.0,Diabetes Readmission,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,jeffreys_smoothed_intercept_matching,250,0.0036693943038129,0.0165716558398515,88.0,162.0,Diabetes Readmission,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,intercept_only_mle,500,0.0039226521022271,0.033143311679703,176.5,323.5,Diabetes Readmission,Intercept MLE,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,sigmoid,500,0.0031615848623377,0.033143311679703,176.5,323.5,Diabetes Readmission,Sigmoid,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,isotonic,500,-0.0212833359455784,0.033143311679703,176.5,323.5,Diabetes Readmission,Isotonic,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,logistic_regression,jeffreys_smoothed_intercept_matching,500,0.0039045496587051,0.033143311679703,176.5,323.5,Diabetes Readmission,Jeffreys intercept,Logistic regression,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,intercept_only_mle,25,-0.006806966181982,0.0016571655839851,9.0,16.0,Diabetes Readmission,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,sigmoid,25,-0.0275894094981802,0.0016571655839851,9.0,16.0,Diabetes Readmission,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,isotonic,25,-0.4296185032601711,0.0016571655839851,9.0,16.0,Diabetes Readmission,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,jeffreys_smoothed_intercept_matching,25,-0.005431933950826,0.0016571655839851,9.0,16.0,Diabetes Readmission,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,intercept_only_mle,50,-0.0030453504227644,0.0033143311679703,17.0,33.0,Diabetes Readmission,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,sigmoid,50,-0.0134212625028111,0.0033143311679703,17.0,33.0,Diabetes Readmission,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,isotonic,50,-0.2502196242816051,0.0033143311679703,17.0,33.0,Diabetes Readmission,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,jeffreys_smoothed_intercept_matching,50,-0.0025580510431639,0.0033143311679703,17.0,33.0,Diabetes Readmission,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,intercept_only_mle,100,-6.926584672212188e-05,0.0066286623359406,35.0,65.0,Diabetes Readmission,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,sigmoid,100,-0.0050960584721559,0.0066286623359406,35.0,65.0,Diabetes Readmission,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,isotonic,100,-0.1418273903316221,0.0066286623359406,35.0,65.0,Diabetes Readmission,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,jeffreys_smoothed_intercept_matching,100,-7.046728715326411e-05,0.0066286623359406,35.0,65.0,Diabetes Readmission,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,intercept_only_mle,250,0.0009804644736932,0.0165716558398515,88.0,162.0,Diabetes Readmission,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,sigmoid,250,-0.0011836332444649,0.0165716558398515,88.0,162.0,Diabetes Readmission,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,isotonic,250,-0.0493690686784485,0.0165716558398515,88.0,162.0,Diabetes Readmission,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,jeffreys_smoothed_intercept_matching,250,0.0009703462902247,0.0165716558398515,88.0,162.0,Diabetes Readmission,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,intercept_only_mle,500,0.0012349452370811,0.033143311679703,176.5,323.5,Diabetes Readmission,Intercept MLE,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,sigmoid,500,3.3402247887170944e-05,0.033143311679703,176.5,323.5,Diabetes Readmission,Sigmoid,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,isotonic,500,-0.0232586790774248,0.033143311679703,176.5,323.5,Diabetes Readmission,Isotonic,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
diabetes_readmission_patient_index,uci_diabetes,xgboost_cpu,jeffreys_smoothed_intercept_matching,500,0.0012372911374191,0.033143311679703,176.5,323.5,Diabetes Readmission,Jeffreys intercept,CPU XGBoost,results/stage2de/h3_common5_budget_curve.parquet
