dataset,source_family,base_model,calibration_method,metric,effect_column,budget,absolute_budget,budget_fraction_of_target_pool,observed_positive_count,observed_negative_count,median,IQR,p05,p95,worst_observed_effect,availability_rate,algorithm_estimability_rate,estimable_rate,any_benefit_rate,any_harm_rate,material_benefit_rate,material_harm_rate,total_attempts,available_attempts,algorithm_estimable_attempts,finite_paired_effects,in_analysis_scope,analysis_scope,equal_task_effect,equal_family_effect,estimable_task_count_at_budget,source_family_count_at_budget,source_file
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,log_loss,delta_log_loss,100,100,0.9615384615384616,68.0,32.0,-0.03068125305128816,0.0583122685802194,-0.0650555053285592,0.0012086710655557552,-0.06805560772486052,1.0,1.0,1.0,0.3233333333333333,0.6766666666666666,0.0,0.6666666666666666,600.0,600.0,600.0,600.0,True,college_stress,-0.03068125305128816,-0.03068125305128816,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,log_loss,delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,log_loss,delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,log_loss,delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,log_loss,delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,log_loss,delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,log_loss,delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,log_loss,delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,log_loss,delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,-0.00510009748197825,0.10477600753710542,-0.23180130393308443,0.07415744656115808,-0.46079082353621925,1.0,1.0,1.0,0.47,0.53,0.38666666666666666,0.4633333333333333,300.0,300.0,300.0,300.0,True,college_stress,-0.00510009748197825,-0.00510009748197825,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,0.12560291874030044,0.2313232747966466,-0.2361746841723016,0.28256965722948574,-3.7997550904538553,1.0,1.0,1.0,0.7433333333333333,0.25666666666666665,0.7266666666666667,0.24333333333333335,300.0,300.0,300.0,300.0,True,college_stress,0.12560291874030044,0.12560291874030044,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,0.17051791259994814,0.6164079608364282,-0.6874069512033024,0.5130890815986501,-1.3713743627109263,1.0,0.9266666666666666,0.9266666666666666,0.6115107913669064,0.38848920863309355,0.60431654676259,0.381294964028777,300.0,300.0,278.0,278.0,True,college_stress,0.17051791259994814,0.17051791259994814,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,0.002130764468120912,0.09829010654489843,-0.21532385888522282,0.0734252986415509,-0.44874475207115916,1.0,1.0,1.0,0.5133333333333333,0.4866666666666667,0.41333333333333333,0.44,300.0,300.0,300.0,300.0,True,college_stress,0.002130764468120912,0.002130764468120912,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,0.006324423419646336,0.0908796100544437,-0.15884945438546783,0.053862992259856864,-0.25679633661328327,1.0,1.0,1.0,0.5366666666666666,0.4633333333333333,0.48,0.41333333333333333,300.0,300.0,300.0,300.0,True,college_stress,0.006324423419646336,0.006324423419646336,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,0.1875456123451098,0.1718925858629154,-0.030697952777845774,0.2693500157148078,-0.1451093089755081,1.0,1.0,1.0,0.91,0.09,0.8933333333333333,0.08333333333333333,300.0,300.0,300.0,300.0,True,college_stress,0.1875456123451098,0.1875456123451098,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,0.22174659236487268,0.3191111017696569,-0.27523383500025683,0.5069722758728449,-0.6975657139041943,1.0,1.0,1.0,0.79,0.21,0.79,0.20666666666666667,300.0,300.0,300.0,300.0,True,college_stress,0.22174659236487268,0.22174659236487268,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,0.011007769192178656,0.0899596123767614,-0.1573024257929216,0.05691332338527173,-0.25592493823926815,1.0,1.0,1.0,0.5566666666666666,0.44333333333333336,0.5066666666666667,0.41333333333333333,300.0,300.0,300.0,300.0,True,college_stress,0.011007769192178656,0.011007769192178656,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,0.007300706573726602,0.09684341830679381,-0.07437559644992867,0.036842109762264666,-0.07809606400230233,1.0,1.0,1.0,0.5966666666666667,0.4033333333333333,0.4766666666666667,0.3566666666666667,300.0,300.0,300.0,300.0,True,college_stress,0.007300706573726602,0.007300706573726602,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,0.23005061929077583,0.18524663073159614,0.03857971196681633,0.24332707060823533,-0.01263520330382501,1.0,1.0,1.0,0.9933333333333333,0.006666666666666667,0.9866666666666667,0.0033333333333333335,300.0,300.0,300.0,300.0,True,college_stress,0.23005061929077583,0.23005061929077583,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,0.2535394554581463,0.2599994216641438,0.17129513492023127,0.4433950487703442,-0.09684359329471219,1.0,1.0,1.0,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,300.0,300.0,300.0,300.0,True,college_stress,0.2535394554581463,0.2535394554581463,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,0.010607735004388856,0.09793539592004724,-0.07498102967679286,0.03701322510543982,-0.07870719341963565,1.0,1.0,1.0,0.6133333333333333,0.38666666666666666,0.5133333333333333,0.33666666666666667,300.0,300.0,300.0,300.0,True,college_stress,0.010607735004388856,0.010607735004388856,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,-0.04296564503603749,0.11365550297360313,-0.27787133463807834,0.0172375653700038,-0.5796841135722243,1.0,1.0,1.0,0.14,0.86,0.065,0.7166666666666667,600.0,600.0,600.0,600.0,True,college_stress,-0.04296564503603749,-0.04296564503603749,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,-0.07288155687256523,0.13467746482428403,-0.4268759443659538,0.0215677830879595,-1.820462628848186,1.0,1.0,1.0,0.16,0.84,0.11666666666666667,0.7883333333333333,600.0,600.0,600.0,600.0,True,college_stress,-0.07288155687256523,-0.07288155687256523,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,-0.5389908582079341,0.9012298508910731,-2.1805820547120365,0.10638631048929453,-3.8216123724387234,1.0,0.9266666666666666,0.9266666666666666,0.11690647482014388,0.8830935251798561,0.11510791366906475,0.8794964028776978,600.0,600.0,556.0,556.0,True,college_stress,-0.5389908582079341,-0.5389908582079341,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,25,25,0.2403846153846154,17.0,8.0,-0.0388253345727727,0.1073442845341936,-0.2599057381663849,0.020448767512609732,-0.4751243096135435,1.0,1.0,1.0,0.14333333333333334,0.8566666666666667,0.075,0.7066666666666667,600.0,600.0,600.0,600.0,True,college_stress,-0.0388253345727727,-0.0388253345727727,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,-0.04092008431392476,0.09545955451233014,-0.19718081164504678,0.0016797840466927485,-0.34445019207333366,1.0,1.0,1.0,0.15833333333333333,0.8416666666666667,0.008333333333333333,0.6916666666666667,600.0,600.0,600.0,600.0,True,college_stress,-0.04092008431392476,-0.04092008431392476,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,-0.04181638450286028,0.0737499030790292,-0.1786122045352172,0.023969737690062876,-0.5094956939078176,1.0,1.0,1.0,0.18166666666666667,0.8183333333333334,0.115,0.74,600.0,600.0,600.0,600.0,True,college_stress,-0.04181638450286028,-0.04181638450286028,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,-0.3449927438073497,0.32959680905913535,-1.0808179011435353,0.003451590818821215,-2.0985341343414587,1.0,1.0,1.0,0.055,0.945,0.03833333333333333,0.9416666666666667,600.0,600.0,600.0,600.0,True,college_stress,-0.3449927438073497,-0.3449927438073497,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,50,50,0.4807692307692308,34.0,16.0,-0.03850675332620378,0.09389514118650444,-0.19629099982876191,0.0018875264460263426,-0.31694934065304403,1.0,1.0,1.0,0.18,0.82,0.013333333333333334,0.675,600.0,600.0,600.0,600.0,True,college_stress,-0.03850675332620378,-0.03850675332620378,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,-0.052822289231433076,0.09788273942079241,-0.11016884464290169,0.0019021893226154607,-0.11628890891169452,1.0,1.0,1.0,0.315,0.685,0.0,0.6666666666666666,600.0,600.0,600.0,600.0,True,college_stress,-0.052822289231433076,-0.052822289231433076,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,-0.03869511055138753,0.054195472494727566,-0.07799813039038966,0.005594979047298293,-0.09012558181267633,1.0,1.0,1.0,0.18833333333333332,0.8116666666666666,0.005,0.6933333333333334,600.0,600.0,600.0,600.0,True,college_stress,-0.03869511055138753,-0.03869511055138753,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,-0.26660929256091925,0.20326980873779346,-0.3950473416246984,-0.06957572971309142,-0.4793887835979118,1.0,1.0,1.0,0.0,1.0,0.0,1.0,600.0,600.0,600.0,600.0,True,college_stress,-0.26660929256091925,-0.26660929256091925,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,100,100,0.9615384615384616,68.0,32.0,-0.049358919537061036,0.09873248638732662,-0.11096478281464606,0.001957141970966282,-0.11710396497363165,1.0,1.0,1.0,0.3233333333333333,0.6766666666666666,0.0,0.6666666666666666,600.0,600.0,600.0,600.0,True,college_stress,-0.049358919537061036,-0.049358919537061036,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,jeffreys_smoothed_intercept_matching,relative_log_loss,relative_delta_log_loss,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,600.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,brier_skill,delta_brier_skill,25,25,0.2403846153846154,17.0,8.0,-0.03295429885475187,0.16776976105694535,-0.5330197767421223,0.04090380043568364,-1.0411659929389008,1.0,1.0,1.0,0.30333333333333334,0.6966666666666667,0.2633333333333333,0.65,300.0,300.0,300.0,300.0,True,college_stress,-0.03295429885475187,-0.03295429885475187,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,brier_skill,delta_brier_skill,25,25,0.2403846153846154,17.0,8.0,-0.04192797042003382,0.12465943556455725,-0.29557023909345825,0.06556455117193109,-0.4414194226694721,1.0,1.0,1.0,0.30333333333333334,0.6966666666666667,0.2733333333333333,0.6833333333333333,300.0,300.0,300.0,300.0,True,college_stress,-0.04192797042003382,-0.04192797042003382,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,brier_skill,delta_brier_skill,25,25,0.2403846153846154,17.0,8.0,-0.04038091253419318,0.12455414705858586,-0.22380459016784882,0.09516938827327469,-0.5650570336829885,1.0,0.9266666666666666,0.9266666666666666,0.3669064748201439,0.6330935251798561,0.35251798561151076,0.6223021582733813,300.0,300.0,278.0,278.0,True,college_stress,-0.04038091253419318,-0.04038091253419318,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,brier_skill,delta_brier_skill,25,25,0.2403846153846154,17.0,8.0,-0.02857176238122583,0.173022205181191,-0.5305528053562265,0.04284584654329125,-1.0216965708310475,1.0,1.0,1.0,0.35333333333333333,0.6466666666666666,0.2866666666666667,0.62,300.0,300.0,300.0,300.0,True,college_stress,-0.02857176238122583,-0.02857176238122583,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,brier_skill,delta_brier_skill,50,50,0.4807692307692308,34.0,16.0,-0.008414661598043383,0.20935535396979585,-0.4599225654773111,0.03925573284719531,-0.6787545468980867,1.0,1.0,1.0,0.45666666666666667,0.5433333333333333,0.4166666666666667,0.5133333333333333,300.0,300.0,300.0,300.0,True,college_stress,-0.008414661598043383,-0.008414661598043383,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,brier_skill,delta_brier_skill,50,50,0.4807692307692308,34.0,16.0,-0.008805707503387494,0.07956882048433433,-0.17482142377144003,0.03969879460883984,-0.2695670391507565,1.0,1.0,1.0,0.41333333333333333,0.5866666666666667,0.37333333333333335,0.56,300.0,300.0,300.0,300.0,True,college_stress,-0.008805707503387494,-0.008805707503387494,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,brier_skill,delta_brier_skill,50,50,0.4807692307692308,34.0,16.0,9.425739216362139e-06,0.0832852037235759,-0.12656898765914398,0.09285750948276865,-0.30889488659736597,1.0,1.0,1.0,0.5,0.5,0.47,0.47333333333333333,300.0,300.0,300.0,300.0,True,college_stress,9.425739216362139e-06,9.425739216362139e-06,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,brier_skill,delta_brier_skill,50,50,0.4807692307692308,34.0,16.0,-0.007286457601272889,0.20648884254942812,-0.4589225795677619,0.04107670873323139,-0.6771856905177831,1.0,1.0,1.0,0.47,0.53,0.42333333333333334,0.51,300.0,300.0,300.0,300.0,True,college_stress,-0.007286457601272889,-0.007286457601272889,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,brier_skill,delta_brier_skill,100,100,0.9615384615384616,68.0,32.0,0.005844563405158154,0.2699138612703167,-0.2886766185860418,0.013975913544021902,-0.29752124182782014,1.0,1.0,1.0,0.5966666666666667,0.4033333333333333,0.5166666666666667,0.37333333333333335,300.0,300.0,300.0,300.0,True,college_stress,0.005844563405158154,0.005844563405158154,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,brier_skill,delta_brier_skill,100,100,0.9615384615384616,68.0,32.0,-0.00435261208672566,0.0702581048175753,-0.06687304792583126,0.023810150688808072,-0.06951033180772592,1.0,1.0,1.0,0.42,0.58,0.39666666666666667,0.4866666666666667,300.0,300.0,300.0,300.0,True,college_stress,-0.00435261208672566,-0.00435261208672566,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,brier_skill,delta_brier_skill,100,100,0.9615384615384616,68.0,32.0,0.016621491583412862,0.010463697894535606,-0.00380068738558007,0.029369486559705393,-0.03187001825279134,1.0,1.0,1.0,0.9,0.1,0.85,0.043333333333333335,300.0,300.0,300.0,300.0,True,college_stress,0.016621491583412862,0.016621491583412862,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,brier_skill,delta_brier_skill,100,100,0.9615384615384616,68.0,32.0,0.008151204768091724,0.27183707408288715,-0.29025326091306336,0.015793397587410885,-0.29910216390758704,1.0,1.0,1.0,0.6133333333333333,0.38666666666666666,0.5666666666666667,0.3566666666666667,300.0,300.0,300.0,300.0,True,college_stress,0.008151204768091724,0.008151204768091724,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,brier_skill,delta_brier_skill,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,brier_skill,delta_brier_skill,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,brier_skill,delta_brier_skill,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,brier_skill,delta_brier_skill,250,250,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,intercept_only_mle,brier_skill,delta_brier_skill,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,sigmoid,brier_skill,delta_brier_skill,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,isotonic,brier_skill,delta_brier_skill,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,logistic_regression,jeffreys_smoothed_intercept_matching,brier_skill,delta_brier_skill,500,500,1.0,71.0,34.0,,,,,,0.0,,,,,,,300.0,0.0,0.0,0.0,False,college_stress,,,,,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,intercept_only_mle,brier_skill,delta_brier_skill,25,25,0.2403846153846154,17.0,8.0,-0.040504493258003704,0.10890540385314276,-0.2679604299604865,0.0146885256241853,-0.4910537341531408,1.0,1.0,1.0,0.15833333333333333,0.8416666666666667,0.07333333333333333,0.76,600.0,600.0,600.0,600.0,True,college_stress,-0.040504493258003704,-0.040504493258003704,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,sigmoid,brier_skill,delta_brier_skill,25,25,0.2403846153846154,17.0,8.0,-0.06702163397985222,0.12352209787106386,-0.3234682162840913,0.006246677993362221,-0.6317599838363261,1.0,1.0,1.0,0.10166666666666667,0.8983333333333333,0.06166666666666667,0.865,600.0,600.0,600.0,600.0,True,college_stress,-0.06702163397985222,-0.06702163397985222,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
college_scorecard_2018,college_scorecard,xgboost_cpu,isotonic,brier_skill,delta_brier_skill,25,25,0.2403846153846154,17.0,8.0,-0.10397444132302769,0.12955780867424144,-0.3424181470950368,0.017991156773138367,-0.7446945595651198,1.0,0.9266666666666666,0.9266666666666666,0.08992805755395683,0.9100719424460432,0.08453237410071943,0.8974820143884892,600.0,600.0,556.0,556.0,True,college_stress,-0.10397444132302769,-0.10397444132302769,1.0,1.0,results/stage2de/h3_college_stress_case.parquet
